Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,Reporting_Airline,DOT_ID_Reporting_Airline,IATA_CODE_Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCityName,DestState,DestStateFips,DestStateName,DestWac,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Flights,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,FirstDepTime,TotalAddGTime,LongestAddGTime,DivAirportLandings,DivReachedDest,DivActualElapsedTime,DivArrDelay,DivDistance,Div1Airport,Div1AirportID,Div1AirportSeqID,Div1WheelsOn,Div1TotalGTime,Div1LongestGTime,Div1WheelsOff,Div1TailNum,Div2Airport,Div2AirportID,Div2AirportSeqID,Div2WheelsOn,Div2TotalGTime,Div2LongestGTime,Div2WheelsOff,Div2TailNum,Div3Airport,Div3AirportID,Div3AirportSeqID,Div3WheelsOn,Div3TotalGTime,Div3LongestGTime,Div3WheelsOff,Div3TailNum,Div4Airport,Div4AirportID,Div4AirportSeqID,Div4WheelsOn,Div4TotalGTime,Div4LongestGTime,Div4WheelsOff,Div4TailNum,Div5Airport,Div5AirportID,Div5AirportSeqID,Div5WheelsOn,Div5TotalGTime,Div5LongestGTime,Div5WheelsOff,Div5TailNum
1998,4,11,2,1,1998-11-02,DL,19790,DL,N941DL,1732,15304,1530401,33195,TPA,"Tampa, FL",FL,12.0,Florida,33,11193,1119301,33105,CVG,"Cincinnati, OH",KY,21.0,Kentucky,52,1915,,,,,,1900-1959,,,,,2120,,,,,,2100-2159,1.0,,0.0,125.0,,,1.0,773.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,2,4,19,2,1988-04-19,PI,19822,PI,,535,10721,1072101,30721,BOS,"Boston, MA",MA,25.0,Massachusetts,13,11618,1161801,31703,EWR,"Newark, NJ",NJ,34.0,New Jersey,21,1805,1803.0,-2.0,0.0,0.0,-1.0,1800-1859,,,,,1914,1912.0,-2.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,69.0,69.0,,1.0,200.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,3,9,2,4,1993-09-02,TW,20211,TW,,290,15016,1501601,31123,STL,"St. Louis, MO",MO,29.0,Missouri,64,10529,1052902,30529,BDL,"Hartford, CT",CT,9.0,Connecticut,11,1710,1750.0,40.0,40.0,1.0,2.0,1700-1759,,,,,2041,2230.0,109.0,109.0,1.0,7.0,2000-2059,0.0,,0.0,151.0,220.0,,1.0,957.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3,7,29,4,1999-07-29,UA,19977,UA,N945UA,1998,12264,1226401,30852,IAD,"Washington, DC",VA,51.0,Virginia,38,10721,1072101,30721,BOS,"Boston, MA",MA,25.0,Massachusetts,13,1930,1929.0,-1.0,0.0,0.0,-1.0,1900-1959,75.0,2044.0,2145.0,6.0,2100,2151.0,51.0,51.0,1.0,3.0,2100-2159,0.0,,0.0,90.0,142.0,61.0,1.0,413.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,3,7,2,3,2008-07-02,UA,19977,UA,N312UA,549,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,13487,1348701,31650,MSP,"Minneapolis, MN",MN,27.0,Minnesota,63,1105,1137.0,32.0,32.0,1.0,2.0,1100-1159,8.0,1145.0,1242.0,3.0,1231,1245.0,14.0,14.0,0.0,0.0,1200-1259,0.0,,0.0,86.0,68.0,57.0,1.0,334.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,13,7,2019-01-13,DL,19790,DL,N960DN,2745,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27.0,Minnesota,63,10821,1082106,30852,BWI,"Baltimore, MD",MD,24.0,Maryland,35,2015,2014.0,-1.0,0.0,0.0,-1.0,2000-2059,10.0,2024.0,2334.0,5.0,2354,2339.0,-15.0,0.0,0.0,-1.0,2300-2359,0.0,,0.0,159.0,145.0,130.0,1.0,936.0,4,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,1,3,18,3,2015-03-18,OO,20304,OO,N602XJ,4663,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27.0,Minnesota,63,11267,1126702,31267,DAY,"Dayton, OH",OH,39.0,Ohio,44,1936,1931.0,-5.0,0.0,0.0,-1.0,1900-1959,26.0,1957.0,2210.0,6.0,2228,2216.0,-12.0,0.0,0.0,-1.0,2200-2259,0.0,,0.0,112.0,105.0,73.0,1.0,574.0,3,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,3,9,13,5,2013-09-13,WN,19393,WN,N389SW,496,15016,1501603,31123,STL,"St. Louis, MO",MO,29.0,Missouri,64,13198,1319801,33198,MCI,"Kansas City, MO",MO,29.0,Missouri,64,2040,2054.0,14.0,14.0,0.0,0.0,2000-2059,7.0,2101.0,2141.0,2.0,2140,2143.0,3.0,3.0,0.0,0.0,2100-2159,0.0,,0.0,60.0,49.0,40.0,1.0,237.0,1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,3,7,15,7,2001-07-15,UA,19977,UA,N5821,1778,12478,1247801,31703,JFK,"New York, NY",NY,36.0,New York,22,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,1745,1742.0,-3.0,0.0,0.0,-1.0,1700-1759,17.0,1759.0,1844.0,10.0,1933,1854.0,-39.0,0.0,0.0,-2.0,1900-1959,0.0,,0.0,168.0,132.0,105.0,1.0,740.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,2,5,6,4,1999-05-06,WN,19393,WN,N326,1578,11884,1188401,31884,GEG,"Spokane, WA",WA,53.0,Washington,93,14747,1474702,30559,SEA,"Seattle, WA",WA,53.0,Washington,93,1035,1035.0,0.0,0.0,0.0,0.0,1000-1059,7.0,1042.0,1125.0,5.0,1135,1130.0,-5.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,60.0,55.0,43.0,1.0,224.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,9,13,5,2019-09-13,WN,19393,WN,N720WN,790,10397,1039707,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,10693,1069302,30693,BNA,"Nashville, TN",TN,47.0,Tennessee,54,620,619.0,-1.0,0.0,0.0,-1.0,0600-0659,8.0,627.0,604.0,6.0,620,610.0,-10.0,0.0,0.0,-1.0,0600-0659,0.0,,0.0,60.0,51.0,37.0,1.0,214.0,1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,1,1,24,7,2010-01-24,AA,19805,AA,N543AA,688,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,14492,1449201,34492,RDU,"Raleigh/Durham, NC",NC,37.0,North Carolina,36,640,632.0,-8.0,0.0,0.0,-1.0,0600-0659,12.0,644.0,947.0,7.0,1010,954.0,-16.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,150.0,142.0,123.0,1.0,1062.0,5,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,4,11,22,3,2006-11-22,FL,20437,FL,N985AT,310,10397,1039703,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,11057,1105702,31057,CLT,"Charlotte, NC",NC,37.0,North Carolina,36,1518,1518.0,0.0,0.0,0.0,0.0,1500-1559,14.0,1532.0,1621.0,3.0,1622,1624.0,2.0,2.0,0.0,0.0,1600-1659,0.0,,0.0,64.0,66.0,49.0,1.0,227.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,4,12,17,6,2011-12-17,CO,19704,CO,N77518,139,13502,1350202,33502,MTJ,"Montrose/Delta, CO",CO,8.0,Colorado,82,11618,1161802,31703,EWR,"Newark, NJ",NJ,34.0,New Jersey,21,1250,1250.0,0.0,0.0,0.0,0.0,1200-1259,20.0,1310.0,1849.0,5.0,1918,1854.0,-24.0,0.0,0.0,-2.0,1900-1959,0.0,,0.0,268.0,244.0,219.0,1.0,1795.0,8,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,4,10,2,4,1997-10-02,HP,19991,HP,N147AW,981,12278,1227801,30928,ICT,"Wichita, KS",KS,20.0,Kansas,62,12889,1288902,32211,LAS,"Las Vegas, NV",NV,32.0,Nevada,85,2210,2207.0,-3.0,0.0,0.0,-1.0,2200-2259,11.0,2218.0,2235.0,6.0,2241,2241.0,0.0,0.0,0.0,0.0,2200-2259,0.0,,0.0,151.0,154.0,137.0,1.0,987.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2,6,6,6,2015-06-06,EV,20366,EV,N871AS,5147,10397,1039705,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,13795,1379502,33795,OAJ,"Jacksonville/Camp Lejeune, NC",NC,37.0,North Carolina,36,910,916.0,6.0,6.0,0.0,0.0,0900-0959,15.0,931.0,1034.0,3.0,1032,1037.0,5.0,5.0,0.0,0.0,1000-1059,0.0,,0.0,82.0,81.0,63.0,1.0,399.0,2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,4,12,17,4,1987-12-17,PI,19822,PI,,497,11641,1164101,31641,FAY,"Fayetteville, NC",NC,37.0,North Carolina,36,11057,1105702,31057,CLT,"Charlotte, NC",NC,37.0,North Carolina,36,640,637.0,-3.0,0.0,0.0,-1.0,0600-0659,,,,,720,726.0,6.0,6.0,0.0,0.0,0700-0759,0.0,,0.0,40.0,49.0,,1.0,118.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,1,3,8,3,2000-03-08,WN,19393,WN,N757,1087,13198,1319801,33198,MCI,"Kansas City, MO",MO,29.0,Missouri,64,15016,1501601,31123,STL,"St. Louis, MO",MO,29.0,Missouri,64,1340,1358.0,18.0,18.0,1.0,1.0,1300-1359,16.0,1414.0,1518.0,2.0,1440,1520.0,40.0,40.0,1.0,2.0,1400-1459,0.0,,0.0,60.0,82.0,64.0,1.0,237.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,3,9,20,5,1991-09-20,HP,19991,HP,,1530,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,91,14107,1410701,30466,PHX,"Phoenix, AZ",AZ,4.0,Arizona,81,925,925.0,0.0,0.0,0.0,0.0,0900-0959,,,,,1119,1129.0,10.0,10.0,0.0,0.0,1100-1159,0.0,,0.0,114.0,124.0,,1.0,651.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,4,11,11,5,2016-11-11,F9,20436,F9,N928FR,589,15412,1541203,35412,TYS,"Knoxville, TN",TN,47.0,Tennessee,54,11292,1129202,30325,DEN,"Denver, CO",CO,8.0,Colorado,82,1511,1506.0,-5.0,0.0,0.0,-1.0,1500-1559,17.0,1523.0,1602.0,32.0,1640,1634.0,-6.0,0.0,0.0,-1.0,1600-1659,0.0,,0.0,209.0,208.0,159.0,1.0,1162.0,5,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1,3,28,5,2008-03-28,OO,20304,OO,N975SW,6515,13796,1379601,32457,OAK,"Oakland, CA",CA,6.0,California,91,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,1348,1420.0,32.0,32.0,1.0,2.0,1300-1359,8.0,1428.0,1523.0,10.0,1510,1533.0,23.0,23.0,1.0,1.0,1500-1559,0.0,,0.0,82.0,73.0,55.0,1.0,337.0,2,0.0,0.0,0.0,0.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3,8,17,3,2016-08-17,B6,20409,B6,N961JB,615,12478,1247803,31703,JFK,"New York, NY",NY,36.0,New York,22,14771,1477102,32457,SFO,"San Francisco, CA",CA,6.0,California,91,1149,1155.0,6.0,6.0,0.0,0.0,1100-1159,19.0,1214.0,1446.0,10.0,1515,1456.0,-19.0,0.0,0.0,-2.0,1500-1559,0.0,,0.0,386.0,361.0,332.0,1.0,2586.0,11,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,4,12,6,4,2012-12-06,DL,19790,DL,N600TR,1994,10397,1039705,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,14730,1473003,33044,SDF,"Louisville, KY",KY,21.0,Kentucky,52,1630,1711.0,41.0,41.0,1.0,2.0,1600-1659,11.0,1722.0,1816.0,7.0,1754,1823.0,29.0,29.0,1.0,1.0,1700-1759,0.0,,0.0,84.0,72.0,54.0,1.0,321.0,2,0.0,0.0,0.0,0.0,29.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,2,4,1,6,1995-04-01,US,20355,US,N527AU,82,11057,1105702,31057,CLT,"Charlotte, NC",NC,37.0,North Carolina,36,13931,1393101,33667,ORF,"Norfolk, VA",VA,51.0,Virginia,38,1950,1952.0,2.0,2.0,0.0,0.0,1900-1959,12.0,2004.0,2046.0,4.0,2050,2050.0,0.0,0.0,0.0,0.0,2000-2059,0.0,,0.0,60.0,58.0,42.0,1.0,290.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,5,17,5,2019-05-17,B6,20409,B6,N192JB,671,13933,1393305,33933,ORH,"Worcester, MA",MA,25.0,Massachusetts,13,12478,1247805,31703,JFK,"New York, NY",NY,36.0,New York,22,604,557.0,-7.0,0.0,0.0,-1.0,0600-0659,11.0,608.0,646.0,25.0,711,711.0,0.0,0.0,0.0,0.0,0700-0759,0.0,,0.0,67.0,74.0,38.0,1.0,150.0,1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,4,23,2,2019-04-23,OH,20397,OH,N579NN,5682,13230,1323002,32070,MDT,"Harrisburg, PA",PA,42.0,Pennsylvania,23,11057,1105703,31057,CLT,"Charlotte, NC",NC,37.0,North Carolina,36,1021,1012.0,-9.0,0.0,0.0,-1.0,1000-1059,15.0,1027.0,1128.0,25.0,1206,1153.0,-13.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,105.0,101.0,61.0,1.0,413.0,2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,4,12,9,4,2010-12-09,UA,19977,UA,N477UA,557,11066,1106601,31066,CMH,"Columbus, OH",OH,39.0,Ohio,44,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,1601,1558.0,-3.0,0.0,0.0,-1.0,1600-1659,9.0,1607.0,1606.0,5.0,1621,1611.0,-10.0,0.0,0.0,-1.0,1600-1659,0.0,,0.0,80.0,73.0,59.0,1.0,296.0,2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,1,3,8,4,2001-03-08,WN,19393,WN,N687@@,611,14107,1410701,30466,PHX,"Phoenix, AZ",AZ,4.0,Arizona,81,12191,1219101,31453,HOU,"Houston, TX",TX,48.0,Texas,74,1110,1345.0,155.0,155.0,1.0,10.0,1100-1159,12.0,1357.0,1656.0,3.0,1435,1659.0,144.0,144.0,1.0,9.0,1400-1459,0.0,,0.0,145.0,134.0,119.0,1.0,1020.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,2,4,16,2,2013-04-16,EV,20366,EV,N16525,5671,12915,1291503,31205,LCH,"Lake Charles, LA",LA,22.0,Louisiana,72,12266,1226603,31453,IAH,"Houston, TX",TX,48.0,Texas,74,1418,1412.0,-6.0,0.0,0.0,-1.0,1400-1459,10.0,1422.0,1452.0,3.0,1511,1455.0,-16.0,0.0,0.0,-2.0,1500-1559,0.0,,0.0,53.0,43.0,30.0,1.0,127.0,1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,4,10,30,2,2001-10-30,WN,19393,WN,N328@@,1533,14107,1410701,30466,PHX,"Phoenix, AZ",AZ,4.0,Arizona,81,14057,1405701,34057,PDX,"Portland, OR",OR,41.0,Oregon,92,1400,1400.0,0.0,0.0,0.0,0.0,1400-1459,5.0,1405.0,1532.0,3.0,1545,1535.0,-10.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,165.0,155.0,147.0,1.0,1009.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,19,2,2019-03-19,MQ,20398,MQ,N837AE,3416,10693,1069302,30693,BNA,"Nashville, TN",TN,47.0,Tennessee,54,12953,1295304,31703,LGA,"New York, NY",NY,36.0,New York,22,1343,1332.0,-11.0,0.0,0.0,-1.0,1300-1359,16.0,1348.0,1632.0,2.0,1703,1634.0,-29.0,0.0,0.0,-2.0,1700-1759,0.0,,0.0,140.0,122.0,104.0,1.0,764.0,4,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,12,23,7,2007-12-23,NW,19386,NW,N515US,645,13487,1348701,31650,MSP,"Minneapolis, MN",MN,27.0,Minnesota,63,14057,1405701,34057,PDX,"Portland, OR",OR,41.0,Oregon,92,2145,2328.0,103.0,103.0,1.0,6.0,2100-2159,35.0,3.0,120.0,6.0,2326,126.0,120.0,120.0,1.0,8.0,2300-2359,0.0,,0.0,221.0,238.0,197.0,1.0,1426.0,6,0.0,0.0,109.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,3,7,31,7,2005-07-31,OO,20304,OO,N308SW,6262,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,91,13264,1326402,33264,MFR,"Medford, OR",OR,41.0,Oregon,92,1047,1120.0,33.0,33.0,1.0,2.0,1000-1059,12.0,1132.0,1238.0,2.0,1217,1240.0,23.0,23.0,1.0,1.0,1200-1259,0.0,,0.0,90.0,80.0,66.0,1.0,329.0,2,23.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,2,6,12,5,2009-06-12,AA,19805,AA,N3AJAA,379,13303,1330302,32467,MIA,"Miami, FL",FL,12.0,Florida,33,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,1505,1609.0,64.0,64.0,1.0,4.0,1500-1559,16.0,1625.0,1804.0,48.0,1708,1852.0,104.0,104.0,1.0,6.0,1700-1759,0.0,,0.0,183.0,223.0,159.0,1.0,1121.0,5,29.0,0.0,40.0,0.0,35.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,3,9,28,2,2004-09-28,DL,19790,DL,N3738B,1872,10397,1039703,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,13342,1334202,33342,MKE,"Milwaukee, WI",WI,55.0,Wisconsin,45,800,808.0,8.0,8.0,0.0,0.0,0800-0859,12.0,820.0,848.0,4.0,854,852.0,-2.0,0.0,0.0,-1.0,0800-0859,0.0,,0.0,114.0,104.0,88.0,1.0,669.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,3,9,9,2,2014-09-09,MQ,20398,MQ,N680MQ,3668,12448,1244805,32448,JAN,"Jackson/Vicksburg, MS",MS,28.0,Mississippi,53,11298,1129803,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,835,827.0,-8.0,0.0,0.0,-1.0,0800-0859,9.0,836.0,944.0,7.0,1005,951.0,-14.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,90.0,84.0,68.0,1.0,408.0,2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,2,5,19,1,1997-05-19,DL,19790,DL,N328DL,2038,13871,1387101,33316,OMA,"Omaha, NE",NE,31.0,Nebraska,65,14869,1486902,34614,SLC,"Salt Lake City, UT",UT,49.0,Utah,87,650,654.0,4.0,4.0,0.0,0.0,0600-0659,8.0,702.0,816.0,6.0,815,822.0,7.0,7.0,0.0,0.0,0800-0859,0.0,,0.0,145.0,148.0,134.0,1.0,839.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,3,7,3,6,1993-07-03,AS,19930,AS,,83,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,91,10299,1029901,30299,ANC,"Anchorage, AK",AK,2.0,Alaska,1,1440,1440.0,0.0,0.0,0.0,0.0,1400-1459,,,,,1827,1836.0,9.0,9.0,0.0,0.0,1800-1859,0.0,,0.0,287.0,296.0,,1.0,2018.0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,1,20,1,2003-01-20,AS,19930,AS,N742AS,65,14747,1474702,30559,SEA,"Seattle, WA",WA,53.0,Washington,93,12819,1281901,31401,KTN,"Ketchikan, AK",AK,2.0,Alaska,1,743,744.0,1.0,1.0,0.0,0.0,0700-0759,24.0,808.0,853.0,5.0,850,858.0,8.0,8.0,0.0,0.0,0800-0859,0.0,,0.0,127.0,134.0,105.0,1.0,680.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,3,8,2,6,1997-08-02,DL,19790,DL,N475DA,2143,11648,1164801,31648,FCA,"Kalispell, MT",MT,30.0,Montana,84,14869,1486902,34614,SLC,"Salt Lake City, UT",UT,49.0,Utah,87,640,640.0,0.0,0.0,0.0,0.0,0600-0659,12.0,652.0,804.0,6.0,806,810.0,4.0,4.0,0.0,0.0,0800-0859,0.0,,0.0,86.0,90.0,72.0,1.0,532.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,2,3,6,2018-02-03,OO,20304,OO,N787SK,5177,14771,1477104,32457,SFO,"San Francisco, CA",CA,6.0,California,91,15376,1537602,30436,TUS,"Tucson, AZ",AZ,4.0,Arizona,81,1910,1900.0,-10.0,0.0,0.0,-1.0,1900-1959,18.0,1918.0,2158.0,4.0,2219,2202.0,-17.0,0.0,0.0,-2.0,2200-2259,0.0,,0.0,129.0,122.0,100.0,1.0,751.0,4,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,8,13,2,2019-08-13,9E,20363,9E,N131EV,3479,12478,1247805,31703,JFK,"New York, NY",NY,36.0,New York,22,11433,1143302,31295,DTW,"Detroit, MI",MI,26.0,Michigan,43,629,621.0,-8.0,0.0,0.0,-1.0,0600-0659,22.0,643.0,809.0,6.0,830,815.0,-15.0,0.0,0.0,-1.0,0800-0859,0.0,,0.0,121.0,114.0,86.0,1.0,509.0,3,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,3,16,6,2013-03-16,WN,19393,WN,N8317M,1320,10529,1052904,30529,BDL,"Hartford, CT",CT,9.0,Connecticut,11,11292,1129202,30325,DEN,"Denver, CO",CO,8.0,Colorado,82,1510,1532.0,22.0,22.0,1.0,1.0,1500-1559,12.0,1544.0,1804.0,7.0,1740,1811.0,31.0,31.0,1.0,2.0,1700-1759,0.0,,0.0,270.0,279.0,260.0,1.0,1671.0,7,2.0,0.0,9.0,0.0,20.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,1,3,23,2,1993-03-23,WN,19393,WN,,998,14893,1489301,33192,SMF,"Sacramento, CA",CA,6.0,California,91,14679,1467902,33570,SAN,"San Diego, CA",CA,6.0,California,91,1345,1345.0,0.0,0.0,0.0,0.0,1300-1359,,,,,1510,1510.0,0.0,0.0,0.0,0.0,1500-1559,0.0,,0.0,85.0,85.0,,1.0,480.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,1,3,7,5,2008-03-07,OO,20304,OO,N565SW,5546,14689,1468901,34689,SBA,"Santa Barbara, CA",CA,6.0,California,91,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,2030,2020.0,-10.0,0.0,0.0,-1.0,2000-2059,11.0,2031.0,2103.0,36.0,2128,2139.0,11.0,11.0,0.0,0.0,2100-2159,0.0,,0.0,58.0,79.0,32.0,1.0,89.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,4,12,17,6,1988-12-17,DL,19790,DL,,844,10397,1039702,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,11996,1199601,31871,GSP,"Greer, SC",SC,45.0,South Carolina,37,2033,2033.0,0.0,0.0,0.0,0.0,2000-2059,,,,,2125,2130.0,5.0,5.0,0.0,0.0,2100-2159,0.0,,0.0,52.0,57.0,,1.0,153.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,4,12,22,6,2001-12-22,AA,19805,AA,N580A1,802,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,11066,1106601,31066,CMH,"Columbus, OH",OH,39.0,Ohio,44,1249,1255.0,6.0,6.0,0.0,0.0,1200-1259,17.0,1312.0,1607.0,5.0,1618,1612.0,-6.0,0.0,0.0,-1.0,1600-1659,0.0,,0.0,149.0,137.0,115.0,1.0,927.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,1,2,16,5,1996-02-16,AS,19930,AS,N745AS,66,15991,1599101,35991,YAK,"Yakutat, AK",AK,2.0,Alaska,1,12523,1252301,32523,JNU,"Juneau, AK",AK,2.0,Alaska,1,1708,1705.0,-3.0,0.0,0.0,-1.0,1700-1759,3.0,1708.0,1753.0,2.0,1750,1755.0,5.0,5.0,0.0,0.0,1700-1759,0.0,,0.0,42.0,50.0,45.0,1.0,199.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
